PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
256,3/10/2020,3:56:28 PM,2,2,"Ivey, Tyler",663959,Right,HOU,"Fargas, Johneshwy",641561,Right,NYM,Undefined,9,Top,1,0,1,Undefined,Fastball,InPlay,Undefined,LineDrive,Out,1,0,,90.91429935,-2.112028602,-3.259598018,2219.572123,182.4233711,12:00,6.592271829,2.105442304,6.859711977,-15.36624437,17.03082935,0.722051589,3.382734906,-0.808579698,83.57364788,-5.033818115,-3.121975368,0.409660802,97.35684746,24.06602609,0.302195337,2335.872989,109.9468291,47.06308114,3.411111171,353.165957,353.165957,2.27321586,4.51907959,-1.27128299,10.06808064,-1.898445608,50,6.452099708,7.514563499,-132.2905609,-5.305227957,-2.262194406,27.13001801,-14.25832414,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,3e7b3fe4-6309-11ea-bc5a-d43b046e0121
257,3/10/2020,3:57:03 PM,3,1,"Ivey, Tyler",663959,Right,HOU,"Guillorme, Luis",641645,Left,NYM,Undefined,9,Top,2,0,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,83.41289969,-0.443912098,-2.043817199,2021.353976,136.1974768,10:30,6.628022109,2.132160576,6.451018099,-36.47685612,2.166572752,-2.112697351,3.180243107,0.077875516,77.75149861,-7.286991397,-2.442206975,0.44741377,,,,,,,,,,,,0.673040918,1.294006755,-1.986732002,50,6.579897395,4.396856141,-121.5712804,-1.950920828,1.02155615,20.66468903,-30.20997695,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,4fd18e8e-6309-11ea-bc5a-d43b046e0121
258,3/10/2020,3:57:18 PM,3,2,"Ivey, Tyler",663959,Right,HOU,"Guillorme, Luis",641645,Left,NYM,Undefined,9,Top,2,0,1,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,90.43449438,-3.041667286,-3.567357125,2178.155691,182.8525691,12:00,6.533948595,2.352777393,6.789481015,-15.62326315,17.12254606,0.854714623,2.447927143,-0.836075618,83.6094192,-5.993309552,-3.405177958,0.411859779,49.4090709,31.83380992,-52.24727449,4044.696307,55.14448277,11.81540222,-95.17921459,129.3622847,129.3622847,-61.06178203,2.382711182,-1.37046283,10.28427773,-2.12184711,50,6.330375417,8.173169976,-131.4796853,-7.431926377,-2.421926229,25.37803527,-13.99934038,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,59533c86-6309-11ea-bc5a-d43b046e0121
259,3/10/2020,3:57:43 PM,3,3,"Ivey, Tyler",663959,Right,HOU,"Guillorme, Luis",641645,Left,NYM,Undefined,9,Top,2,0,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,90.52086786,-0.30735926,-3.55261675,2252.584862,197.8950535,12:30,6.614885705,2.236312426,6.484349119,-13.65440826,19.79125791,6.400669224,5.194314005,-0.495816288,82.14461266,-2.908664743,-2.334463252,0.416237729,,,,,,,,,,,,-4.58284897,11.01189577,-1.989909113,50,6.587237768,7.98373265,-131.609774,-1.106699377,-7.989430263,29.51008262,-12.97665107,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,6245e633-6309-11ea-bc5a-d43b046e0121
260,3/10/2020,3:58:03 PM,3,4,"Ivey, Tyler",663959,Right,HOU,"Guillorme, Luis",641645,Left,NYM,Undefined,9,Top,2,1,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.44081429,0.535000556,-3.520164963,2610.945279,6.905550672,6:15,6.639088527,1.835026126,6.482008024,-64.90229438,-17.51401175,-2.115753683,1.722663581,-1.57704372,70.10083926,-11.72466032,-3.924475916,0.49545818,,,,,,,,,,,,0.010741702,-9.865981633,-1.586983471,50,6.648062104,6.88390534,-111.0630762,-0.548775573,0.013182195,23.13709019,-44.28156108,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,7428d6fa-6309-11ea-bc5a-d43b046e0121
261,3/10/2020,3:58:25 PM,3,5,"Ivey, Tyler",663959,Right,HOU,"Guillorme, Luis",641645,Left,NYM,Undefined,9,Top,2,2,2,Undefined,ChangeUp,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,80.6582897,-1.016132207,-3.631626265,2099.809641,240.7617521,2:00,6.509795232,2.356798298,6.574324138,-33.04580855,8.917120871,16.00081372,2.822784115,0.35757499,73.69084792,-7.292030642,-0.579353656,0.466234511,,,,,,,,,,,,-9.92199965,5.234007322,-2.11452799,50,6.425947216,7.033559522,-117.2669621,-2.929301956,-13.74421781,23.25527605,-24.9237624,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,7d1de2e4-6309-11ea-bc5a-d43b046e0121
262,3/10/2020,4:00:44 PM,1,1,"Payano, Pedro",622797,Right,NYM,"Sierra, Miguelangel",658531,Right,HOU,Undefined,9,Bottom,0,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.25252348,-0.7736442,-1.654256407,2611.638728,19.46728057,6:45,6.53954289,0.99209006,6.034395531,-57.70799991,-10.45789175,-3.68091064,1.013913288,-0.84669059,71.48539499,-11.45811672,-2.345414368,0.494735326,,,,,,,,,,,,1.569108501,-5.461037865,-0.861138079,50,6.447678323,3.307370004,-111.0422765,-3.074769158,1.974611444,18.41513252,-39.04637629,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,d3c3e336-6309-11ea-bc5a-d43b046e0121
263,3/10/2020,4:00:57 PM,1,2,"Payano, Pedro",622797,Right,NYM,"Sierra, Miguelangel",658531,Right,HOU,Undefined,9,Bottom,0,1,0,Undefined,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,91.58387854,-3.218831233,-1.717420977,2069.235516,227.3041683,1:30,6.279906744,0.835277054,7.03358418,-17.28635351,14.4833741,15.7301487,1.910923319,0.585511675,84.12317114,-6.514044564,1.303210898,0.405675018,81.12051677,4.118664364,-1.652956701,808.5690864,,,,69.65165327,58.94674683,-1.747950244,0.619569702,-9.31280465,9.025453738,-0.736723179,50,6.079046634,3.584343816,-133.3161125,-7.954663405,-16.78019632,28.34400346,-15.91161299,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,dc2eaeca-6309-11ea-bc5a-d43b046e0121
264,3/10/2020,4:01:40 PM,2,1,"Payano, Pedro",622797,Right,NYM,"Meyers, Jake",676694,Right,HOU,Undefined,9,Bottom,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.94564757,-4.054013099,-1.18027266,2279.494308,237.6583223,2:00,6.397548322,0.931277545,6.514347405,-20.78947927,10.74329323,17.01369444,0.938586185,1.266050005,85.55027785,-7.960311836,2.055726352,0.404159319,,,,,,,,,,,,-9.706823036,7.040064331,-0.856686792,50,6.105908956,2.272874694,-135.0943985,-10.20042812,-17.95946627,29.11131318,-19.14859239,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,f1708016-6309-11ea-bc5a-d43b046e0121
265,3/10/2020,4:02:06 PM,2,2,"Payano, Pedro",622797,Right,NYM,"Meyers, Jake",676694,Right,HOU,Undefined,9,Bottom,0,1,0,Undefined,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,80.74095681,-0.753642159,-0.993042275,2002.40841,230.9280804,1:45,6.37543433,0.944451754,6.861179788,-28.17686672,12.70229823,15.69317757,3.340326153,1.347035979,74.49417517,-6.112293038,2.005533432,0.460174476,,,,,,,,,,,,-9.019770856,7.287517442,-0.887258215,50,6.317046432,1.66018226,-117.7344017,-2.232267796,-12.72130849,21.34318091,-21.89587642,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,0355d21d-630a-11ea-bc5a-d43b046e0121
266,3/10/2020,4:02:30 PM,2,3,"Payano, Pedro",622797,Right,NYM,"Meyers, Jake",676694,Right,HOU,Undefined,9,Bottom,0,2,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.55189961,-1.756639635,-3.447664719,2206.065713,235.9316421,1:45,6.088652889,1.251621841,7.01849789,-20.51466712,10.42329717,15.4564893,2.779468545,-0.596967645,85.42406277,-5.666713617,-0.494508954,0.400329307,,,,,,,,,,,,-9.541155469,6.290651988,-1.04727014,50,5.974634818,7.703424567,-134.7408139,-4.689504271,-17.69357172,26.88218242,-20.50836483,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,133383ef-630a-11ea-bc5a-d43b046e0121
267,3/10/2020,4:03:16 PM,2,4,"Payano, Pedro",622797,Right,NYM,"Meyers, Jake",676694,Right,HOU,Undefined,9,Bottom,0,2,1,Undefined,ChangeUp,BallCalled,Undefined,Undefined,Undefined,0,0,,82.56004328,-2.894511443,-3.366725761,1800.94876,241.6271819,2:00,6.362740996,1.012843277,6.840926845,-30.36245237,8.749005462,16.26739958,1.186550616,-0.704807744,76.82284374,-8.618578268,-0.272606034,0.450115036,,,,,,,,,,,,-9.881974299,5.581314641,-0.80381984,50,6.165935172,6.658449821,-120.0954783,-6.841543849,-14.60069469,20.71679395,-23.92761231,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,2e9f4986-630a-11ea-bc5a-d43b046e0121
268,3/10/2020,4:03:44 PM,2,5,"Payano, Pedro",622797,Right,NYM,"Meyers, Jake",676694,Right,HOU,Undefined,9,Bottom,0,3,1,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,92.73871964,-2.152689545,-2.562985968,2318.036666,242.7298843,2:00,6.0771355,1.241623285,6.343462708,-22.78187484,8.891569613,17.30694106,2.194247667,0.323148815,85.5110079,-6.438049033,0.709426632,0.40505982,,,,,,,,,,,,-10.13847183,5.426092645,-1.06389508,50,5.909869663,5.500448269,-134.9383159,-5.787754024,-18.81476308,27.57409763,-22.1044198,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,3f2afc6d-630a-11ea-bc5a-d43b046e0121
269,3/10/2020,4:04:19 PM,2,6,"Payano, Pedro",622797,Right,NYM,"Meyers, Jake",676694,Right,HOU,Undefined,9,Bottom,0,3,2,Undefined,Fastball,InPlay,Undefined,GroundBall,Out,2,0,,93.23402099,-2.573439562,-2.712163482,2178.040031,239.8744389,2:00,6.248127794,1.016836314,6.605597173,-20.87792668,10.0733759,17.4097818,2.147076232,-0.018254874,86.23760431,-6.511886084,0.589937124,0.400415595,103.0722471,-19.02039336,-7.011536082,,,,,6.572497031,6.259790546,-6.14264477,0.041454468,-10.29213439,6.206891604,-0.839807583,50,6.064056073,5.909577515,-135.6810162,-6.726055291,-19.37445921,26.95489463,-20.48986687,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,53ddc815-630a-11ea-bc5a-d43b046e0121
270,3/10/2020,4:04:54 PM,3,1,"Payano, Pedro",622797,Right,NYM,"Sierra, Anibal",671242,Right,HOU,Undefined,9,Bottom,2,0,0,Undefined,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,78.62612357,0.862227135,-0.771291679,2674.53892,80.82939382,8:45,6.524378801,1.003987208,6.058445641,-45.41193947,-1.055647882,-6.280687471,3.538124074,-0.233232076,72.9185987,-7.6273321,-1.951641244,0.479346028,95.58206458,27.42643729,10.6133345,3186.568848,106.4112588,54.27737424,27.86816195,333.6742584,326.1330998,21.90434361,4.851394653,3.204945431,-0.790950833,-0.940805251,50,6.566622736,1.718030665,-114.5406586,0.451138022,4.292985312,19.51669643,-33.23351755,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,6c349301-630a-11ea-bc5a-d43b046e0121
