PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID
36,3/10/2020,1:28:41 PM,5,4,"Valdez, Framber",664285,Left,HOU,"Cordell, Ryan",641477,Right,NYM,Undefined,2,Top,2,2,1,Undefined,Sinker,InPlay,Undefined,GroundBall,Single,0,1,,91.5239141,-1.292294721,2.834690954,1984.150249,115.1408043,9:45,5.8978531,-1.09772034,6.330372882,-26.41245764,6.434895956,-13.77741112,2.505344995,0.366181516,83.50245511,-6.291541912,0.216932491,0.412497871,106.3125961,6.132087259,-22.64074687,1568.139936,99.47593299,2.643752744,-46.95242513,128.4696032,126.6239115,-25.77806127,0.937747192,8.385011921,3.907287957,0.897881508,50,5.791099581,-6.169575864,-133.1057408,-3.813775099,14.97205263,29.83031351,-25.19729987,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,96437330-62f4-11ea-bc5a-d43b046e0121
37,3/10/2020,1:29:30 PM,6,1,"Valdez, Framber",664285,Left,HOU,"Gimenez, Andres",665926,Left,NYM,Undefined,2,Top,2,0,0,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,78.45709062,0.82577101,-0.018412783,2877.339913,308.4023618,4:15,5.818044421,-1.149896374,6.372088905,-57.15242509,-12.14447038,15.26782387,1.815077605,0.105483116,71.58973512,-10.00335659,2.902989673,0.48285436,,,,,,,,,,,,-8.419161842,-6.963300202,1.144147959,50,5.851044869,-0.356281613,-114.1793493,0.174683102,-10.92208816,24.41540963,-41.20746306,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,b11b6eac-62f4-11ea-bc5a-d43b046e0121
38,3/10/2020,1:29:52 PM,6,2,"Valdez, Framber",664285,Left,HOU,"Gimenez, Andres",665926,Left,NYM,Undefined,2,Top,2,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,95.05098846,-4.556861741,3.514440713,2311.471446,157.8990294,11:15,6.051409329,-0.725708076,6.441038813,-15.44603059,14.8360111,-6.036133973,0.560803476,2.00427895,87.48470244,-7.455974227,2.372610637,0.396062838,,,,,,,,,,,,4.246573629,9.361443139,0.479246356,50,5.720310472,-8.277771569,-137.8473854,-11.48879932,8.210344256,29.26089624,-14.07459295,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,c005ff3f-62f4-11ea-bc5a-d43b046e0121
39,3/10/2020,1:30:19 PM,6,3,"Valdez, Framber",664285,Left,HOU,"Gimenez, Andres",665926,Left,NYM,Undefined,2,Top,2,1,1,Undefined,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,80.18647976,1.188034541,0.503888953,3020.419239,311.3197764,4:30,5.857579181,-0.939295818,6.105433559,-56.27952928,-12.95053706,14.68468935,2.266300847,0.750346957,73.42450859,-9.405730607,3.290880663,0.473762642,66.83529052,-25.11940174,173.553523,,,,,3.141673056,0.910559312,-176.4077313,0.054517212,-7.84651823,-7.428051946,0.892982977,50,5.919292753,-1.435093245,-116.6655751,0.851821681,-10.69047122,24.29638299,-42.29438132,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,cbf36b58-62f4-11ea-bc5a-d43b046e0121
40,3/10/2020,1:30:44 PM,6,4,"Valdez, Framber",664285,Left,HOU,"Gimenez, Andres",665926,Left,NYM,Undefined,2,Top,2,1,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,80.31582824,1.028889891,-1.756348266,3151.829122,311.2226041,4:15,5.859633539,-0.935051826,6.132490374,-57.67424031,-14.36733875,16.35214566,2.004844062,-1.196009903,73.28111612,-9.853297578,1.357060771,0.473641856,,,,,,,,,,,,-9.492244498,-8.174970358,1.060522077,50,5.908380848,3.128803789,-116.7898802,0.502839474,-12.91623222,25.036568,-43.2978471,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,ddd8bf7f-62f4-11ea-bc5a-d43b046e0121
41,3/10/2020,1:31:09 PM,6,5,"Valdez, Framber",664285,Left,HOU,"Gimenez, Andres",665926,Left,NYM,Undefined,2,Top,2,2,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,93.07491657,-1.92368445,2.73021899,2225.820626,121.7693495,10:00,5.935323973,-0.795810759,6.569499532,-25.02931104,6.245994303,-10.13328417,2.083781418,0.863950891,85.57541676,-6.659550439,0.803591928,0.402505943,77.56256958,-15.83667624,174.8344643,,,,,5.702204665,1.532077658,-177.6953074,0.064672241,6.337418994,3.971920723,0.61278241,50,5.792422171,-6.157397913,-135.4426167,-5.299046344,11.80195254,28.88546729,-24.77728027,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,ee457537-62f4-11ea-bc5a-d43b046e0121
42,3/10/2020,1:31:41 PM,6,6,"Valdez, Framber",664285,Left,HOU,"Gimenez, Andres",665926,Left,NYM,Undefined,2,Top,2,2,2,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.00690568,0.34478628,0.233455171,2901.320789,320.2715327,4:45,5.768012443,-0.8606665,6.463045549,-56.9150547,-14.98724886,12.4224763,1.341742553,0.388941645,74.26179812,-10.42597125,2.61035729,0.466039348,,,,,,,,,,,,-6.787728902,-8.388402561,0.838680995,50,5.766915184,-0.805583392,-117.9437865,-0.779319485,-9.429448774,25.31783872,-43.82713803,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,012e98a1-62f5-11ea-bc5a-d43b046e0121
43,3/10/2020,1:32:03 PM,6,7,"Valdez, Framber",664285,Left,HOU,"Gimenez, Andres",665926,Left,NYM,Undefined,2,Top,2,3,2,Undefined,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,78.14961043,2.150531863,-1.264633386,2911.14257,313.3551676,4:30,5.848914027,-0.957702932,6.420434061,-58.07358196,-13.03941453,13.76557874,2.987464598,-0.973114917,71.47772788,-8.861813026,1.363110575,0.482994947,,,,,,,,,,,,-7.970658347,-7.841487546,1.041457634,50,5.975603868,2.158463981,-113.6998887,2.787625271,-10.33545227,22.68666284,-42.34200668,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,0a960f80-62f5-11ea-bc5a-d43b046e0121
44,3/10/2020,1:33:21 PM,7,1,"Valdez, Framber",664285,Left,HOU,"Nimmo, Brandon",607043,Left,NYM,Undefined,2,Top,2,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,94.05994699,-3.308529275,3.131140484,2181.149441,102.1446083,9:30,5.907244236,-0.81539982,6.176882748,-27.98566449,3.384951083,-15.86668894,0.512120668,0.756473508,86.160754,-8.558065174,0.126470839,0.403118787,,,,,,,,,,,,9.560232598,2.805308647,0.587060199,50,5.642734206,-6.955695056,-136.5365002,-8.810171913,17.97707413,31.15035354,-26.89894244,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,37535f52-62f5-11ea-bc5a-d43b046e0121
45,3/10/2020,1:33:48 PM,7,2,"Valdez, Framber",664285,Left,HOU,"Nimmo, Brandon",607043,Left,NYM,Undefined,2,Top,2,1,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,92.64348552,-0.701344326,2.35464226,2161.326378,130.1701897,10:15,5.995019987,-0.796057828,6.457278003,-23.74848466,7.985785106,-9.49522468,3.371231717,0.576585596,84.78783332,-5.20406509,0.550068118,0.40544857,,,,,,,,,,,,5.883320931,4.591728717,0.634158224,50,5.934760814,-5.258409194,-134.8744321,-2.37163016,10.83519877,29.38728061,-23.71755027,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,4938b11b-62f5-11ea-bc5a-d43b046e0121
46,3/10/2020,1:34:15 PM,7,3,"Valdez, Framber",664285,Left,HOU,"Nimmo, Brandon",607043,Left,NYM,Undefined,2,Top,2,1,1,Undefined,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,,93.34500901,-0.70626188,2.274491744,2147.092134,108.3826819,9:30,6.035407001,-0.867985224,6.349657546,-26.81992618,4.577294537,-13.8625849,3.149853096,0.071249017,85.47577418,-5.778716639,-0.356060623,0.403289692,,,,,,,,,,,,8.238018843,2.707668079,0.709759347,50,5.971487235,-4.964455734,-135.8774031,-2.512787899,15.39358259,29.91096046,-27.11449322,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,5b1e0449-62f5-11ea-bc5a-d43b046e0121
47,3/10/2020,1:34:48 PM,7,4,"Valdez, Framber",664285,Left,HOU,"Nimmo, Brandon",607043,Left,NYM,Undefined,2,Top,2,1,2,Undefined,Curveball,HitByPitch,Undefined,Undefined,Undefined,0,1,,80.08592302,2.45494308,-2.971656561,3025.729506,310.6798951,4:15,5.877949447,-0.921516971,6.081890418,-57.63569596,-13.89388726,16.11675529,3.350327497,-2.329800671,72.71283682,-8.439141309,0.090567915,0.476014176,,,,,,,,,,,,-9.726607001,-8.351920441,1.142330345,50,6.037227761,5.58684641,-116.2634033,3.38706344,-13.13087432,24.58562936,-43.4491024,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,6d0358ca-62f5-11ea-bc5a-d43b046e0121
48,3/10/2020,1:35:32 PM,8,1,"Valdez, Framber",664285,Left,HOU,"Cano, Robinson",429664,Left,NYM,Undefined,2,Top,2,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,90.07380091,-0.549477791,2.026428902,2073.913901,120.3059922,10:00,5.991103454,-1.019662473,6.393778176,-27.51333972,6.129466118,-10.54092452,3.192699649,-0.03381349,82.50945111,-5.757451044,0.024676447,0.417462647,,,,,,,,,,,,6.355143206,3.520022051,0.879314246,50,5.938902274,-4.325978712,-131.1514406,-2.079488673,11.06527856,27.82562746,-26.04515055,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,87db555f-62f5-11ea-bc5a-d43b046e0121
49,3/10/2020,1:36:01 PM,8,2,"Valdez, Framber",664285,Left,HOU,"Cano, Robinson",429664,Left,NYM,Undefined,2,Top,2,0,1,Undefined,Sinker,InPlay,Undefined,GroundBall,Single,1,2,,94.04981885,-1.599592834,2.056684898,2137.503733,111.7363997,9:45,6.060029167,-0.820692855,6.57314131,-25.49617545,5.018196183,-12.65885066,2.468061004,0.010079551,86.69135907,-6.420719396,-0.348869015,0.397579272,110.6819246,-2.005091437,3.363548919,,,,,35.94526512,33.53913596,3.238118752,0.222481079,7.531144864,3.192202005,0.685158744,50,5.939350865,-4.537519979,-136.9742212,-4.595723388,14.38155942,28.79852196,-26.0781835,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,99c0a74a-62f5-11ea-bc5a-d43b046e0121
50,3/10/2020,1:39:05 PM,1,1,"Porcello, Rick",519144,Right,NYM,"Tucker, Kyle",663656,Left,HOU,Undefined,2,Bottom,0,0,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,87.84137629,-3.271778167,-2.287580557,2156.092039,223.6641017,1:30,6.588912149,1.259763524,6.29442586,-21.1093581,14.41835593,13.79308864,1.809746577,0.300466062,80.81109846,-7.235516845,0.322485691,0.428997884,,,,,,,,,,,,-8.15783212,8.765688663,-1.098530644,50,6.338065838,4.690623165,-127.6841911,-7.932395226,-13.51017773,25.51122969,-17.6572002,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,05209a23-62f6-11ea-bc5a-d43b046e0121
51,3/10/2020,1:39:30 PM,1,2,"Porcello, Rick",519144,Right,NYM,"Tucker, Kyle",663656,Left,HOU,Undefined,2,Bottom,0,0,1,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,85.62900783,-1.263497383,-2.641861357,2504.675517,175.5165812,11:45,6.256135587,1.436446543,6.546778818,-30.93852549,5.922659589,-0.467116383,2.517980014,-1.026570208,79.12249077,-7.098243462,-2.730411374,0.436974571,,,,,,,,,,,,-0.436264792,3.598896584,-1.25387904,50,6.155385634,5.765537153,-124.6730844,-3.606176478,-0.690357449,23.79783598,-26.47905526,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,1705ee33-62f6-11ea-bc5a-d43b046e0121
52,3/10/2020,1:39:45 PM,1,3,"Porcello, Rick",519144,Right,NYM,"Tucker, Kyle",663656,Left,HOU,Undefined,2,Bottom,0,1,1,Undefined,ChangeUp,FoulBall,Undefined,Undefined,Undefined,0,0,,79.51560422,-2.3347278,-2.890053513,1326.659988,229.0338991,1:45,6.450050622,1.099235656,7.229899367,-30.94749631,11.05453775,12.7774809,1.754310625,-0.453681733,72.99759086,-8.260918616,-0.423552985,0.4664517,89.33225862,26.10174641,39.28531158,2552.035927,80.07432775,45.08541849,75.41940452,302.9537763,183.0924876,50.39871615,3.958624878,-8.076682287,6.940408359,-0.938080723,50,6.307190876,5.567714773,-115.7481411,-5.392932654,-10.91637182,22.35712997,-22.79345446,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,1ff897f2-62f6-11ea-bc5a-d43b046e0121
53,3/10/2020,1:40:10 PM,1,4,"Porcello, Rick",519144,Right,NYM,"Tucker, Kyle",663656,Left,HOU,Undefined,2,Bottom,0,1,2,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,90.89781441,-2.255940436,-1.903180642,2340.122706,209.2092225,1:00,6.489351787,1.133805225,6.58693253,-17.35754648,15.43981415,8.649522912,2.973746317,0.110228954,83.28546348,-5.548480177,-0.255656832,0.412183845,,,,,,,,,,,,-5.308568757,9.161402774,-1.007496285,50,6.327757646,4.146537645,-132.3132361,-5.717104309,-9.417190859,28.04935241,-15.92208265,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,305e267b-62f6-11ea-bc5a-d43b046e0121
54,3/10/2020,1:40:34 PM,1,5,"Porcello, Rick",519144,Right,NYM,"Tucker, Kyle",663656,Left,HOU,Undefined,2,Bottom,0,1,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,90.62564267,-3.213737243,-4.215857908,2233.543534,231.5286381,1:45,6.337819292,1.556231425,6.636616529,-19.649571,13.60625496,17.16231671,1.747579537,-0.879543824,82.68697653,-6.946515006,-0.942959098,0.415054749,,,,,,,,,,,,-10.73750544,8.477287958,-1.278635372,50,6.112212808,9.207553909,-131.5043271,-7.960459766,-18.73200711,28.86794816,-17.38508111,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,3ad0936f-62f6-11ea-bc5a-d43b046e0121
55,3/10/2020,1:40:59 PM,1,6,"Porcello, Rick",519144,Right,NYM,"Tucker, Kyle",663656,Left,HOU,Undefined,2,Bottom,0,2,2,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,87.39710571,-3.245076212,-1.662268769,2363.393761,187.8437193,12:15,6.397398946,1.579199117,6.416209628,-25.70253144,10.20834487,1.410957114,1.268204324,0.168396548,80.11184254,-8.086696497,-1.393838536,0.431305027,,,,,,,,,,,,-1.2566873,6.55521979,-1.46136333,50,6.154006516,3.646813469,-127.059624,-7.944499757,-2.046550649,26.96105818,-21.49868857,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,4cb5e6a5-62f6-11ea-bc5a-d43b046e0121
56,3/10/2020,1:41:24 PM,1,7,"Porcello, Rick",519144,Right,NYM,"Tucker, Kyle",663656,Left,HOU,Undefined,2,Bottom,0,3,2,Undefined,Fastball,InPlay,Undefined,GroundBall,Single,0,0,,86.72258629,-2.766966281,-1.941254312,2434.592765,176.5906957,12:00,6.441848093,1.474244108,6.401990116,-24.95375585,11.33509592,-0.677308655,1.814851273,-0.367759684,79.84296031,-7.459855193,-2.069657074,0.433568909,82.48364097,1.723004566,-2.135396883,1636.976695,,,,56.37921299,51.17227636,-3.500042741,0.486967163,-0.157567467,6.980024785,-1.335063707,50,6.232131891,4.295382882,-126.1554293,-6.816814991,-0.254398989,25.22278635,-20.90451881,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,5cf08e8c-62f6-11ea-bc5a-d43b046e0121
57,3/10/2020,1:42:10 PM,2,1,"Porcello, Rick",519144,Right,NYM,"Gurriel, Yuli",493329,Right,HOU,Undefined,2,Bottom,0,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,90.80060647,-2.379039024,-3.918211221,2162.772615,236.5968582,2:00,6.470334954,1.352085412,6.580771153,-22.3442394,10.75968181,16.36316517,2.42197693,-0.880281634,82.93677844,-6.620478436,-0.801098032,0.414105728,,,,,,,,,,,,-10.17774058,6.636748658,-1.090687206,50,6.297645207,8.56290947,-131.8952907,-6.135613654,-17.876865,28.81093934,-20.51681885,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,77eeae90-62f6-11ea-bc5a-d43b046e0121
58,3/10/2020,1:42:31 PM,2,2,"Porcello, Rick",519144,Right,NYM,"Gurriel, Yuli",493329,Right,HOU,Undefined,2,Bottom,0,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,90.56583417,-4.008841761,-3.552494665,2246.974539,231.0775486,1:45,6.487788166,1.187959417,6.639109968,-20.58643319,12.73291053,15.80621621,1.08985472,-0.750653298,82.75466214,-7.908379705,-0.534827414,0.415450932,,,,,,,,,,,,-9.800833236,8.231465673,-0.954870016,50,6.208236154,7.710834649,-131.4019737,-9.808685396,-17.06153953,28.97177955,-17.84450396,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,8265e016-62f6-11ea-bc5a-d43b046e0121
59,3/10/2020,1:42:56 PM,2,3,"Porcello, Rick",519144,Right,NYM,"Gurriel, Yuli",493329,Right,HOU,Undefined,2,Bottom,0,2,0,Undefined,Fastball,InPlay,Undefined,GroundBall,Out,2,0,,89.35633775,-2.559044203,-2.291987465,2205.416234,229.3656764,1:45,6.427041959,1.380141154,6.487630389,-21.5893556,12.7884897,14.94017605,2.275406288,0.520100465,81.30966977,-6.656992728,0.561082947,0.421998439,101.0486865,-6.110633681,-19.58654345,,,,,19.91564728,17.95750205,-19.34063719,0.12600647,-8.941914028,7.835246392,-1.226207956,50,6.238050691,4.769622536,-129.9181433,-6.432849145,-15.15622844,29.32720909,-18.89358267,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,93e2520c-62f6-11ea-bc5a-d43b046e0121
60,3/10/2020,1:43:35 PM,3,1,"Porcello, Rick",519144,Right,NYM,"Correa, Carlos",621043,Right,HOU,Undefined,2,Bottom,2,0,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,89.77119215,-2.831262737,-3.914943127,2186.836322,234.0335251,1:45,6.389848621,1.326260924,6.570178914,-22.47301279,11.60884197,16.04203662,1.914027567,-0.930583042,81.60484289,-7.103560497,-0.850939887,0.420177825,,,,,,,,,,,,-10.07412418,7.290980372,-1.064226609,50,6.18551548,8.462541805,-130.3071072,-7.096896681,-17.17042349,29.61013258,-19.74723919,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,a6308652-62f6-11ea-bc5a-d43b046e0121
61,3/10/2020,1:43:54 PM,3,2,"Porcello, Rick",519144,Right,NYM,"Correa, Carlos",621043,Right,HOU,Undefined,2,Bottom,2,1,0,Undefined,Fastball,InPlay,Undefined,LineDrive,Single,0,0,,89.7890224,-2.58130888,-2.993462013,2193.047789,224.9813646,1:30,6.711149812,1.408233039,6.484660629,-18.16768206,16.10471592,16.126446,2.822682679,0.001593594,81.09982046,-6.045000064,0.093659717,0.421350743,108.0399539,9.699835345,-14.86805596,925.8860441,105.3833677,15.64767306,-31.533205,249.6085556,249.6085556,-19.74381305,2.048387451,-9.872856187,9.730018349,-1.205427659,50,6.521903717,6.356062905,-130.4245152,-6.410981363,-16.7640001,31.07289586,-15.65258552,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,b7a5d1b7-62f6-11ea-bc5a-d43b046e0121
62,3/10/2020,1:44:41 PM,4,1,"Porcello, Rick",519144,Right,NYM,"Stubbs, Garrett",596117,Left,HOU,Undefined,2,Bottom,2,0,0,Undefined,Fastball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.13170264,-3.113649815,-1.966596465,2148.278273,230.1619355,1:45,6.446059297,1.178953513,6.572879019,-22.14595929,12.21962236,14.68537814,1.742521416,0.599713589,81.4309185,-7.309429016,0.838603058,0.421923163,,,,,,,,,,,,-8.706124968,7.679383612,-1.050408944,50,6.222911389,4.034846172,-129.5972894,-7.679908477,-14.72610229,28.45984897,-19.18464293,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,d26abcb7-62f6-11ea-bc5a-d43b046e0121
63,3/10/2020,1:45:07 PM,4,2,"Porcello, Rick",519144,Right,NYM,"Stubbs, Garrett",596117,Left,HOU,Undefined,2,Bottom,2,0,1,Undefined,Fastball,InPlay,Undefined,FlyBall,Out,1,0,,89.01240939,-3.394164294,-2.13225003,2256.226938,224.8841572,1:30,6.620172204,1.336576607,6.499169277,-19.76979684,14.83326919,14.80581254,1.851886129,0.612618614,81.20246674,-7.136414232,0.692804605,0.423378509,76.50782514,46.35926969,-7.745644234,3786.706286,106.5686374,88.14860793,-27.25988192,240.3379116,115.5202309,-21.43837925,4.898158569,-8.804347216,9.193810073,-1.194191248,50,6.374053072,4.391860281,-129.3539835,-8.243617906,-14.82763392,28.50074666,-16.69050994,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,e34ea160-62f6-11ea-bc5a-d43b046e0121
64,3/10/2020,1:48:02 PM,1,1,"Valdez, Framber",664285,Left,HOU,"Davis, J.D.",605204,Right,NYM,Undefined,3,Top,0,0,0,Undefined,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,89.95664705,-0.935763475,1.339315596,2183.420605,116.1669924,9:45,5.800121967,-1.308865311,6.144896795,-28.02976613,6.060408923,-12.39954314,2.599412278,-1.104497371,82.35789233,-6.21576598,-1.007168999,0.420229111,,,,,,,,,,,,7.131290838,3.565190575,1.213490304,50,5.714464032,-2.673862999,-130.9508653,-3.015971842,12.36020103,28.12720348,-25.99473639,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,4740727c-62f7-11ea-bc5a-d43b046e0121
65,3/10/2020,1:48:20 PM,1,2,"Valdez, Framber",664285,Left,HOU,"Davis, J.D.",605204,Right,NYM,Undefined,3,Top,0,1,0,Undefined,Fastball,BallCalled,Undefined,Undefined,Undefined,0,0,,92.05997946,-0.382469425,1.312078163,2250.448755,120.769645,10:00,5.894263637,-1.10033657,6.071420621,-26.44834437,6.190757384,-10.44915451,3.336270303,-0.756932379,84.14237945,-5.36589048,-0.662822122,0.411188176,,,,,,,,,,,,6.04696019,3.470649657,1.004507621,50,5.850572873,-2.730349834,-134.0123241,-1.753088985,10.97555451,29.48308492,-25.87463475,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,50331d16-62f7-11ea-bc5a-d43b046e0121
66,3/10/2020,1:48:38 PM,1,3,"Valdez, Framber",664285,Left,HOU,"Davis, J.D.",605204,Right,NYM,Undefined,3,Top,0,2,0,Undefined,Fastball,FoulBall,Undefined,Undefined,Undefined,0,0,,93.37268314,-2.163444309,1.46396329,2262.000319,153.5297351,11:00,5.955062329,-1.068300933,6.182612072,-19.04263167,12.66423847,-6.32079647,2.369120694,-0.243099541,85.1480809,-5.756807438,0.265638808,0.405273498,100.542639,28.33332819,35.79726428,4402.84039,83.81750383,54.16916168,71.23588477,336.6559621,171.5272561,52.78121167,4.341672974,3.874216755,7.538920077,0.961204042,50,5.782259807,-3.268083723,-135.8236225,-5.744582265,7.205435098,30.97078476,-18.15284046,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,608f22fc-62f7-11ea-bc5a-d43b046e0121
67,3/10/2020,1:49:04 PM,1,4,"Valdez, Framber",664285,Left,HOU,"Davis, J.D.",605204,Right,NYM,Undefined,3,Top,0,2,1,Undefined,Fastball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,92.14748662,-1.600106401,1.628469191,2120.463532,122.3039166,10:00,5.941484225,-1.225734628,6.280797032,-23.6243816,8.937799054,-14.18448254,2.497210648,-0.906636886,83.72481414,-6.076474828,-1.072398899,0.410703363,,,,,,,,,,,,8.273647504,5.388912365,1.112699178,50,5.812131416,-3.371710266,-134.053286,-4.4780316,14.91234119,31.54906352,-22.46112571,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,6b0b19f5-62f7-11ea-bc5a-d43b046e0121
68,3/10/2020,1:49:24 PM,1,5,"Valdez, Framber",664285,Left,HOU,"Davis, J.D.",605204,Right,NYM,Undefined,3,Top,0,2,2,Undefined,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,80.47291229,1.989826598,-0.049638331,2913.584308,320.4525104,4:45,5.910482646,-0.962168058,6.23228442,-59.55695518,-16.44602561,13.54649708,2.78357341,0.120919908,73.11094635,-9.301689455,2.538069701,0.472568982,98.25643392,-20.41964448,27.43099295,,,,,6.044904534,5.525241474,27.72821294,0.048880005,-7.445915565,-9.680937678,0.959197422,50,6.029409943,-0.265785263,-117.0150662,2.451235488,-10.13230404,25.9012064,-45.34774131,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,7afbdc61-62f7-11ea-bc5a-d43b046e0121
69,3/10/2020,1:50:03 PM,2,1,"Valdez, Framber",664285,Left,HOU,"Ramos, Wilson",467092,Right,NYM,Undefined,3,Top,1,0,0,Undefined,Sinker,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,93.05886869,-2.4999388,2.039343442,2178.852468,108.5521603,9:30,5.960885445,-0.884301137,6.26467131,-26.63917218,5.388993929,-16.14713869,1.43347965,-0.349148359,84.65651537,-7.532725414,-1.035585478,0.407321706,,,,,,,,,,,,9.478457785,3.725576078,0.741412484,50,5.76288156,-4.310453299,-135.259438,-6.743782494,17.37453236,32.40386446,-25.34486351,HOU,NYM,PalmBeachStadium,MLB,AL,20200310-PalmBeachStadium-1,8ed5bf2e-62f7-11ea-bc5a-d43b046e0121
